horas,filhos6,filhos6_18,idade,esc,salario,horas_marido,idade_marido,esc_marido,sal_marido,renda_fam,tmi,esc_mae,esc_pai,desemprego,exper
0,0,0,56,12,0.0,2500,53,12,6.0,18800,0.7214999794960022,7,7,7.5,30
0,1,3,37,11,0.0,2205,40,11,6.689300060272217,14750,0.7515000104904175,10,7,11.0,1
0,1,2,40,12,0.0,2460,42,14,8.536600112915039,21000,0.6915000081062317,12,7,14.0,5
0,0,3,54,15,0.0,1880,55,16,13.829999923706056,35400,0.6215000152587891,0,7,7.5,8
0,0,0,53,7,0.0,3481,53,9,1.4800000190734863,10700,0.7515000104904175,7,7,7.5,0
0,0,1,48,12,0.0,2450,51,12,8.571399688720703,24500,0.6614999771118164,7,7,9.5,4
0,1,2,36,12,0.0,2062,38,14,8.229900360107422,17045,0.7214999794960022,7,7,9.5,2
0,0,0,57,12,0.0,2146,52,14,8.387700080871582,18800,0.6915000081062317,7,7,7.5,30
0,0,0,51,12,0.0,1575,49,7,7.365099906921387,14000,0.7214999794960022,10,7,14.0,25
0,0,4,33,13,0.0,3096,37,12,3.441499948501587,18214,0.7214999794960022,7,0,3.0,3
0,0,0,52,12,0.0,3280,49,11,3.353699922561645,20177,0.7515000104904175,7,7,7.5,20
0,0,0,56,10,0.0,1680,60,8,2.9762001037597656,8300,0.781499981880188,0,7,7.5,20
0,1,2,36,12,0.0,2625,38,11,5.181000232696533,14200,0.7515000104904175,14,9,7.5,0
0,1,0,36,14,0.0,1846,50,16,10.29300022125244,21768,0.6915000081062317,12,12,7.5,15
0,0,1,46,12,0.0,2178,47,10,13.243000030517578,29553,0.5814999938011169,10,7,14.0,10
0,0,3,31,10,0.0,960,33,9,3.6458001136779785,4350,0.9415000081062316,7,7,7.5,4
0,0,0,52,11,0.0,2210,51,12,10.406999588012695,24000,0.6614999771118164,7,7,11.0,3
0,0,2,46,12,0.0,2192,55,12,8.211700439453125,18300,0.6915000081062317,7,7,7.5,10
0,2,0,35,12,0.0,1960,44,16,8.673500061035156,17200,0.7214999794960022,7,3,7.5,9
0,0,0,59,12,0.0,1920,56,10,8.320799827575684,16476,0.6915000081062317,7,7,14.0,7
0,0,1,36,8,0.0,2286,40,12,4.287000179290772,13400,0.7515000104904175,0,0,14.0,12
0,1,3,51,7,0.0,2000,52,7,10.5,44988,0.5214999914169312,3,3,14.0,0
0,1,0,31,16,0.0,2256,31,12,7.978700160980225,18200,0.6915000081062317,12,12,9.0,16
0,0,2,31,14,0.0,2370,36,17,11.814000129699709,28000,0.6215000152587891,12,12,14.0,4
0,1,1,32,12,0.0,1800,39,13,6.111100196838379,11550,0.7515000104904175,12,12,7.5,7
0,1,2,35,16,0.0,2250,38,16,12.57800006866455,28450,0.6215000152587891,12,7,14.0,7
0,0,3,40,12,0.0,1080,43,12,11.244000434875488,15096,0.7515000104904175,7,10,7.5,14
0,1,2,33,10,0.0,2840,38,12,2.740799903869629,8009,0.781499981880188,7,7,14.0,2
0,0,0,54,7,0.0,2250,52,11,4.444399833679199,10040,0.7515000104904175,0,0,3.0,20
0,1,1,36,12,0.0,2746,37,12,5.826700210571289,16700,0.7214999794960022,12,12,7.5,5
0,0,1,50,10,0.0,2300,60,8,2.3478000164031982,8400,0.781499981880188,12,7,3.0,10
0,0,0,54,8,0.0,2860,49,8,4.475500106811523,13000,0.7214999794960022,0,0,3.0,20
0,0,1,48,11,0.0,1765,49,12,8.498600006103516,17970,0.7214999794960022,7,7,7.5,10
0,0,4,41,15,0.0,2520,42,16,7.182499885559082,18450,0.7214999794960022,14,17,5.0,8
0,0,4,50,12,0.0,2208,53,12,10.869999885559082,31000,0.6614999771118164,12,7,14.0,11
0,0,2,46,12,0.0,2119,51,8,7.122200012207031,24135,0.7214999794960022,10,7,7.5,3
0,0,1,42,13,0.0,2580,47,17,10.659199714660645,31700,0.5814999938011169,12,12,7.5,6
0,1,2,31,9,0.0,1984,34,12,3.27620005607605,10190,0.7914999723434448,3,3,14.0,4
0,0,0,53,12,0.0,1880,58,8,7.752099990844727,21574,0.7214999794960022,10,10,14.0,4
0,0,1,51,12,0.0,2185,57,12,11.94499969482422,26680,0.6215000152587891,3,3,7.5,9
0,0,1,47,12,0.0,2080,57,12,4.6153998374938965,17700,0.7515000104904175,7,9,11.0,10
0,0,1,50,12,0.0,1920,50,12,13.020999908447266,29400,0.6215000152587891,12,12,14.0,3
0,0,1,37,6,0.0,3000,52,5,2.666699886322021,22159,0.7515000104904175,7,7,7.5,2
0,2,2,30,12,0.0,2100,31,12,8.83329963684082,35000,0.5814999938011169,12,12,11.0,2
0,0,0,49,12,0.0,1690,39,12,2.3668999671936035,8630,0.7914999723434448,16,16,5.0,0
0,0,2,52,12,0.0,2600,49,16,5.0,17080,0.7515000104904175,7,0,14.0,8
0,0,2,47,12,0.0,1984,49,16,7.459700107574463,32500,0.7214999794960022,10,7,14.0,6
0,0,0,49,12,0.0,2064,53,12,7.751900196075439,16000,0.7214999794960022,7,7,11.0,15
0,0,4,44,12,0.0,2553,31,16,5.405399799346924,18850,0.7515000104904175,12,10,14.0,15
0,0,0,53,8,0.0,2776,59,9,6.123899936676025,17500,0.6915000081062317,9,9,9.5,9
0,1,0,30,12,0.0,2315,31,13,8.336899757385254,19392,0.6915000081062317,7,12,14.0,8
0,0,2,54,12,0.0,1880,55,12,7.127699851989746,14450,0.7214999794960022,7,10,7.5,18
0,1,1,47,7,0.0,2160,51,7,6.120399951934815,21800,0.6915000081062317,0,0,7.5,3
0,0,0,56,15,0.0,900,56,12,3.1110999584198,7700,0.7515000104904175,7,7,14.0,10
0,0,1,49,12,0.0,2467,52,16,12.16100025177002,31800,0.5814999938011169,7,7,11.0,6
0,0,0,48,6,0.0,1820,55,12,5.384600162506104,17258,0.7515000104904175,7,7,9.5,20
0,0,1,49,12,0.0,2223,53,10,3.983799934387207,13399,0.7515000104904175,10,12,9.5,8
0,0,1,56,12,0.0,2142,60,12,7.469699859619141,16073,0.7214999794960022,12,16,11.0,3
0,0,0,46,12,0.0,1928,46,11,11.41100025177002,23260,0.6614999771118164,7,7,7.5,4
0,0,2,45,12,0.0,2783,49,17,12.935999870300291,37300,0.5515000224113464,12,12,14.0,13
0,0,2,32,12,0.0,1960,35,12,5.612199783325195,11000,0.7515000104904175,12,7,11.0,4
0,1,1,43,12,0.0,1920,41,12,6.809899806976318,13075,0.7515000104904175,7,7,14.0,17
0,1,1,34,12,0.0,1587,39,12,8.506600379943848,13700,0.7214999794960022,7,7,9.5,4
0,1,1,30,12,0.0,2496,51,10,5.507999897003174,25100,0.6614999771118164,7,10,5.0,0
0,2,0,38,17,0.0,2280,39,12,7.228499889373779,18600,0.6915000081062317,12,16,5.0,15
0,1,1,33,16,0.0,2750,36,17,9.454500198364258,29000,0.6215000152587891,16,16,9.5,11
0,0,0,52,12,0.0,2115,55,12,8.983499526977539,19237,0.6915000081062317,7,7,9.5,23
0,0,3,43,11,0.0,2590,45,12,5.984600067138672,19855,0.7214999794960022,12,14,7.5,1
0,1,1,33,12,0.0,2372,34,12,3.962899923324585,9450,0.7515000104904175,12,7,9.5,5
0,0,0,45,10,0.0,2295,48,12,7.057499885559082,30000,0.5814999938011169,7,7,7.5,1
0,2,1,36,10,0.0,2096,38,12,7.156499862670898,15000,0.7214999794960022,10,10,14.0,5
0,1,1,34,12,0.0,3315,39,17,4.014500141143799,24701,0.6614999771118164,12,12,9.5,3
0,0,2,37,14,0.0,1777,50,16,3.8828999996185294,15900,0.7214999794960022,10,14,11.0,3
0,0,1,46,10,0.0,1880,51,12,7.978700160980225,16240,0.7214999794960022,7,7,11.0,19
0,0,0,47,12,0.0,2184,55,10,5.036600112915039,21100,0.7515000104904175,12,12,9.5,20
0,2,1,31,16,0.0,3250,32,16,7.076900005340576,23000,0.6614999771118164,12,12,7.5,5
0,0,0,57,5,0.0,1520,58,5,3.618400096893311,6340,0.7714999914169312,7,7,14.0,0
0,1,1,30,12,0.0,3119,30,13,13.465999603271484,42250,0.4914999902248382,10,10,5.0,3
0,0,0,30,12,0.0,640,43,17,14.531000137329102,14694,0.7214999794960022,12,10,11.0,3
0,0,3,44,12,0.0,2250,45,12,6.800000190734863,21417,0.7214999794960022,12,12,9.5,7
0,0,0,53,13,0.0,3000,53,13,6.6666998863220215,20200,0.6614999771118164,7,12,7.5,7
0,0,0,51,8,0.0,2028,54,8,5.917200088500977,12090,0.7214999794960022,7,7,9.5,1
0,1,3,39,12,0.0,2412,36,14,10.239999771118164,24760,0.6614999771118164,12,7,5.0,13
0,0,0,52,8,0.0,2452,54,12,8.156599998474121,23000,0.6915000081062317,7,3,3.0,0
0,0,4,46,8,0.0,2304,50,12,6.677499771118164,19365,0.7214999794960022,3,3,11.0,0
0,0,5,47,12,0.0,3120,49,12,0.9614999890327454,5550,0.9415000081062316,7,7,3.0,12
0,0,2,52,8,0.0,1670,54,8,16.906999588012695,68035,0.4415000081062317,7,3,7.5,0
0,0,2,45,12,0.0,2137,46,15,13.56999969482422,29300,0.6215000152587891,10,14,7.5,5
0,0,0,60,11,0.0,2071,52,11,8.932900428771973,18500,0.6915000081062317,7,7,7.5,45
0,0,2,41,13,0.0,1960,54,7,4.737199783325195,22582,0.7214999794960022,17,7,11.0,10
0,0,3,39,8,0.0,2068,45,12,8.510600090026855,21500,0.7214999794960022,7,7,7.5,2
0,0,1,49,12,0.0,2190,51,12,5.251100063323975,28070,0.7515000104904175,7,7,7.5,3
0,1,1,32,15,0.0,2295,37,13,21.785999298095703,50300,0.4415000081062317,12,12,14.0,1
0,1,3,33,12,0.0,2970,34,13,7.912499904632568,23500,0.6614999771118164,12,12,14.0,5
0,0,4,36,10,0.0,2068,37,8,7.10830020904541,15500,0.7515000104904175,7,9,14.0,10
0,3,3,37,13,0.0,2419,39,14,5.043399810791016,13440,0.7714999914169312,7,0,5.0,4
0,1,2,30,12,0.0,2150,34,11,2.2441999912261963,8100,0.781499981880188,12,12,11.0,7
0,1,1,44,11,0.0,1152,37,10,8.5068998336792,9800,0.7515000104904175,7,12,9.5,9
0,0,1,48,12,0.0,2640,49,12,7.575799942016602,20300,0.6915000081062317,7,12,5.0,5
0,0,4,40,11,0.0,2550,45,11,5.882400035858154,15000,0.7515000104904175,7,7,14.0,4
0,0,0,47,13,0.0,1360,49,16,40.44100189208984,56100,0.4415000081062317,9,9,5.0,11
0,0,2,36,12,0.0,2420,40,12,6.23390007019043,22846,0.7214999794960022,12,7,5.0,9
0,0,2,40,11,0.0,2205,42,14,9.297100067138672,22225,0.6915000081062317,7,12,5.0,4
0,0,1,46,12,0.0,3268,46,12,0.7038000226020813,17635,0.9415000081062316,12,7,7.5,2
0,0,0,52,12,0.0,3672,54,12,2.5425000190734863,18500,0.6915000081062317,3,12,7.5,23
0,0,1,44,12,0.0,1800,45,12,5.0833001136779785,13390,0.7515000104904175,12,12,11.0,3
0,0,1,45,10,0.0,1926,46,14,7.684299945831299,15150,0.7214999794960022,7,7,7.5,15
0,2,1,30,7,0.0,1920,35,7,4.0625,16200,0.781499981880188,7,3,7.5,8
0,1,3,40,12,0.0,2080,44,12,6.510600090026856,33920,0.6614999771118164,12,12,14.0,3
0,0,1,43,12,0.0,2856,43,12,2.950999975204468,14000,0.7214999794960022,7,12,7.5,25
0,0,2,49,12,0.0,2115,53,10,5.673799991607666,16736,0.7515000104904175,12,3,11.0,2
0,1,4,46,12,0.0,1880,48,12,12.765999794006348,30650,0.6614999771118164,12,12,11.0,0
0,0,0,52,11,0.0,2000,52,12,6.0,12400,0.7515000104904175,7,7,11.0,19
0,1,1,31,12,0.0,2044,33,15,9.295499801635742,19022,0.6915000081062317,7,10,9.5,3
0,1,1,42,10,0.0,1677,47,11,5.132400035858154,11203,0.7515000104904175,7,7,5.0,7
0,0,3,33,11,0.0,2184,38,8,9.065899848937988,19876,0.6915000081062317,7,14,7.5,1
0,0,0,57,16,0.0,3185,57,13,11.930999755859377,57000,0.4415000081062317,7,12,14.0,9
0,0,0,49,10,0.0,2680,51,10,6.716400146484375,18290,0.6915000081062317,10,10,11.0,3
0,0,1,45,14,0.0,3615,47,14,4.585100173950195,20220,0.6915000081062317,14,12,11.0,8
0,0,0,56,11,0.0,2139,56,12,9.256699562072754,22150,0.6915000081062317,7,7,14.0,0
0,1,3,41,12,0.0,3080,43,12,8.565600395202637,30623,0.6215000152587891,10,10,7.5,5
0,0,0,56,5,0.0,1261,53,6,6.740699768066406,9380,0.7515000104904175,3,3,14.0,20
0,0,1,48,10,0.0,2227,48,10,9.87880039215088,22000,0.6915000081062317,7,7,5.0,3
0,0,2,52,16,0.0,1920,53,16,9.375,23675,0.6614999771118164,12,10,7.5,12
0,0,0,51,12,0.0,2350,55,12,6.276999950408936,33671,0.7214999794960022,7,7,14.0,5
0,0,3,35,11,0.0,1785,39,10,6.424099922180176,12367,0.7515000104904175,7,7,7.5,1
0,0,0,45,12,0.0,2598,51,12,8.371800422668457,21950,0.6614999771118164,7,7,5.0,0
0,0,0,54,12,0.0,2455,58,17,12.220000267028809,32000,0.5814999938011169,7,7,9.5,7
0,0,2,54,12,0.0,2450,54,13,3.561199903488159,22610,0.7214999794960022,10,10,9.5,13
0,1,0,31,12,0.0,1218,32,8,8.866999626159668,12092,0.7515000104904175,7,7,3.0,3
0,0,3,53,6,0.0,2040,54,4,1.8515000343322756,3777,0.9415000081062316,7,7,11.0,0
0,2,2,35,14,0.0,2600,34,14,8.076899528503418,36000,0.5515000224113464,16,14,3.0,2
0,1,3,36,12,0.0,2450,40,16,8.979599952697754,26900,0.6614999771118164,12,16,7.5,0
0,0,0,59,12,0.0,2717,60,12,6.661799907684326,32242,0.6614999771118164,7,7,11.0,2
0,0,0,54,16,0.0,2701,54,17,11.107000350952148,35020,0.5814999938011169,16,17,5.0,1
0,1,1,37,12,0.0,2600,47,17,14.07699966430664,37600,0.5515000224113464,7,7,9.0,10
0,0,0,44,12,0.0,3640,54,10,0.4120999872684479,1500,0.9415000081062316,7,7,7.5,10
0,1,2,34,17,0.0,2940,40,16,23.809999465942383,96000,0.4415000081062317,12,12,5.0,1
0,0,0,49,12,0.0,1880,50,12,9.57450008392334,18150,0.6915000081062317,7,7,11.0,3
0,0,0,49,12,0.0,3500,51,12,1.928599953651428,15500,0.7214999794960022,7,7,3.0,32
0,0,0,60,9,0.0,3320,60,8,2.5782999992370605,14000,0.7214999794960022,7,7,3.0,0
0,0,0,51,12,0.0,1605,55,12,7.227399826049805,14756,0.7214999794960022,7,7,7.5,7
0,1,1,30,12,0.0,2500,30,14,8.800000190734863,22000,0.6614999771118164,12,10,5.0,5
0,0,2,47,12,0.0,2400,49,9,7.75,24466,0.6614999771118164,7,7,11.0,2
0,0,4,36,12,0.0,1634,45,17,14.687999725341797,24400,0.6614999771118164,12,12,7.5,5
0,1,3,35,12,0.0,2260,38,12,10.487000465393066,24000,0.6614999771118164,7,7,9.5,3
0,0,0,58,12,0.0,3478,53,12,4.025300025939941,15500,0.7214999794960022,12,9,11.0,25
0,1,3,41,14,0.0,2550,42,16,11.765000343322754,30800,0.6215000152587891,14,12,7.5,0
0,0,1,51,10,0.0,840,52,8,9.523799896240234,10660,0.7515000104904175,7,7,14.0,3
0,0,0,47,12,0.0,1520,52,12,6.907899856567383,13350,0.7214999794960022,7,7,11.0,10
0,1,2,45,9,0.0,1920,35,9,5.151000022888184,10090,0.7515000104904175,12,3,11.0,10
0,0,0,60,14,0.0,2703,55,17,20.496000289916992,55600,0.4415000081062317,16,14,14.0,7
0,1,1,30,16,0.0,1896,46,16,13.55500030517578,25700,0.6614999771118164,12,12,9.5,5
0,0,0,55,11,0.0,1960,57,13,14.79599952697754,29000,0.5814999938011169,7,3,5.0,15
0,1,2,32,12,0.0,3060,50,8,1.690500020980835,7286,0.781499981880188,10,7,3.0,1
0,0,2,36,12,0.0,2805,38,12,7.229599952697754,37752,0.5214999914169312,7,7,3.0,5
0,0,0,55,12,0.0,1944,53,7,4.115200042724609,13072,0.7515000104904175,3,3,14.0,9
0,0,0,47,12,0.0,1960,47,12,2.999000072479248,7044,0.7714999914169312,3,3,14.0,18
0,0,1,47,12,0.0,2112,52,8,8.049200057983398,18200,0.6915000081062317,7,7,14.0,1
0,0,1,37,11,0.0,2544,39,12,8.57699966430664,27000,0.6215000152587891,12,7,3.0,0
0,0,2,50,12,0.0,1700,53,17,9.32349967956543,30300,0.5814999938011169,10,12,3.0,6
0,0,3,30,12,0.0,2550,31,12,4.705900192260742,12000,0.7515000104904175,3,7,14.0,1
0,0,1,48,17,0.0,2080,45,17,9.134599685668944,31500,0.6614999771118164,16,17,3.0,2
0,0,2,43,10,0.0,2060,49,12,7.767000198364258,27092,0.7214999794960022,10,10,5.0,15
0,1,0,48,11,0.0,1955,46,8,4.12690019607544,20968,0.7515000104904175,7,7,3.0,25
0,1,2,41,14,0.0,2500,44,17,10.0,27000,0.6614999771118164,17,7,14.0,1
0,0,0,50,12,0.0,2750,52,10,4.072700023651123,11225,0.7515000104904175,7,10,7.5,0
0,0,0,58,8,0.0,2040,59,5,7.85290002822876,37700,0.5814999938011169,3,3,7.5,0
0,0,5,38,13,0.0,3275,43,15,7.816800117492676,28200,0.6614999771118164,12,16,7.5,0
0,0,1,37,12,0.0,2400,39,12,9.16670036315918,34000,0.6614999771118164,7,12,5.0,8
0,0,0,50,16,0.0,2024,51,17,29.643999099731445,63200,0.4415000081062317,12,7,9.5,22
0,0,4,42,8,0.0,1840,44,6,4.076099872589111,7500,0.7914999723434448,3,3,7.5,5
0,1,3,37,9,0.0,2033,37,17,8.362000465393066,17410,0.7214999794960022,10,10,9.5,10
0,0,2,41,16,0.0,1946,40,17,12.062000274658203,51000,0.4415000081062317,16,17,9.0,1
0,0,2,31,12,0.0,3660,31,12,2.32509994506836,12916,0.7515000104904175,10,7,3.0,1
0,0,0,51,12,0.0,2088,55,11,10.010000228881836,21900,0.6614999771118164,7,7,5.0,6
0,1,2,36,12,0.0,2048,41,12,5.273399829864502,17640,0.7515000104904175,7,7,5.0,4
0,0,0,54,15,0.0,1920,52,15,10.416999816894531,20000,0.6915000081062317,14,16,14.0,6
0,0,0,49,12,0.0,2000,54,12,7.5,15000,0.7214999794960022,7,7,14.0,0
0,1,1,48,9,0.0,2204,47,8,6.352099895477295,14060,0.7214999794960022,10,12,5.0,1
0,0,2,42,9,0.0,3157,45,10,3.8071000576019287,15825,0.7214999794960022,7,14,9.5,3
0,1,2,41,12,0.0,1665,44,14,9.909899711608888,16510,0.7214999794960022,3,16,9.5,15
0,0,0,55,16,0.0,2304,56,11,2.670099973678589,13000,0.7214999794960022,12,12,7.5,33
0,0,0,42,9,0.0,2275,46,8,4.395599842071533,10000,0.7515000104904175,7,7,5.0,2
0,0,1,32,15,0.0,2760,33,17,7.97100019454956,22000,0.6614999771118164,12,12,7.5,1
0,0,2,43,12,0.0,1750,44,14,15.428999900817873,29800,0.5814999938011169,7,7,7.5,10
0,1,3,33,12,0.0,3366,37,13,1.9853999614715576,15000,0.7214999794960022,7,7,5.0,0
0,0,1,48,15,0.0,2205,51,16,7.256199836730957,22300,0.7214999794960022,10,14,9.5,14
0,0,2,43,12,0.0,1990,48,9,7.035200119018555,14550,0.7214999794960022,3,16,7.5,15
0,1,3,47,17,0.0,1930,57,16,8.134699821472168,19730,0.6915000081062317,14,12,7.5,15
0,0,0,54,12,0.0,1350,60,12,11.980999946594238,35000,0.5515000224113464,12,12,7.5,10
0,0,1,51,12,0.0,3340,52,12,5.992199897766113,21014,0.6614999771118164,7,3,7.5,6
0,0,1,51,10,0.0,960,57,10,4.1458001136779785,10876,0.7515000104904175,14,7,7.5,18
0,1,1,43,13,0.0,2732,42,13,8.510199546813965,27850,0.6215000152587891,12,10,7.5,15
0,0,0,53,12,0.0,1624,59,8,2.963099956512451,9560,0.7515000104904175,0,3,3.0,30
0,1,1,34,11,0.0,1804,36,12,8.814900398254395,30300,0.6215000152587891,7,7,7.5,15
0,1,1,31,8,0.0,2805,31,10,2.495500087738037,7720,0.781499981880188,7,7,7.5,10
0,0,0,56,12,0.0,2160,59,8,4.884300231933594,10550,0.7515000104904175,10,7,7.5,0
0,0,1,42,16,0.0,2052,55,15,10.199999809265137,24106,0.6614999771118164,12,7,9.5,0
0,0,2,32,12,0.0,2250,35,16,10.0,22995,0.6614999771118164,12,14,9.5,4
0,1,3,35,12,0.0,1120,37,12,5.357100009918213,6000,0.8015000224113464,12,12,9.5,0
0,1,1,30,12,0.0,2450,36,14,9.795900344848633,24350,0.6614999771118164,14,14,9.5,3
0,0,0,51,10,0.0,3432,50,11,1.3740999698638916,7608,0.7714999914169312,7,7,7.5,20
0,0,3,47,12,0.0,2700,48,12,3.463000059127808,28200,0.7214999794960022,7,7,3.0,3
0,0,1,54,12,0.0,2817,55,13,5.040800094604492,16150,0.7214999794960022,3,7,3.0,1
0,3,0,31,15,0.0,3000,34,17,16.66699981689453,51200,0.4415000081062317,7,10,7.5,5
0,0,0,47,10,0.0,2125,45,11,4.329400062561035,12646,0.7515000104904175,7,7,5.0,7
0,0,3,47,14,0.0,1864,42,16,10.192999839782717,19000,0.6915000081062317,7,7,11.0,6
0,0,3,40,12,0.0,2400,39,12,7.583300113677978,19000,0.7214999794960022,7,7,7.5,2
0,0,0,48,8,0.0,2160,50,7,4.120399951934815,14400,0.7515000104904175,3,3,7.5,0
0,0,7,34,8,0.0,1040,51,7,4.807700157165527,7232,0.9415000081062316,3,7,11.0,10
0,0,3,38,12,0.0,2450,42,16,3.15310001373291,21943,0.7515000104904175,7,10,9.5,6
0,1,3,32,12,0.0,2500,34,16,19.0,47500,0.4614999890327453,7,10,7.5,4
0,0,1,48,16,0.0,2131,45,17,6.053500175476074,28900,0.6215000152587891,12,7,7.5,8
0,0,2,41,12,0.0,2165,46,7,3.787499904632568,12400,0.7714999914169312,7,7,7.5,18
0,0,2,49,5,0.0,2230,43,3,2.9286999702453613,6531,0.781499981880188,0,0,7.5,7
0,0,0,59,8,0.0,1995,55,12,9.297200202941896,22422,0.6915000081062317,3,7,11.0,15
0,0,0,58,13,0.0,2025,57,16,9.382699966430664,22200,0.6614999771118164,7,7,11.0,7
0,0,3,41,12,0.0,2450,48,15,26.5310001373291,77000,0.4415000081062317,7,14,14.0,8
0,0,2,45,12,0.0,2160,45,12,40.50899887084961,88000,0.4415000081062317,10,10,14.0,8
0,1,1,30,14,0.0,1715,32,17,15.15999984741211,26040,0.6215000152587891,12,10,11.0,3
0,0,1,41,12,0.0,3018,42,16,18.964000701904297,63500,0.4415000081062317,7,7,7.5,10
0,2,0,30,12,0.0,2216,33,16,5.415200233459473,12100,0.7515000104904175,10,10,7.5,9
0,0,1,53,12,0.0,2499,54,12,1.9988000392913816,17505,0.7515000104904175,12,7,7.5,24
0,0,0,31,12,0.0,2250,37,14,8.0,18000,0.6915000081062317,10,7,7.5,12
0,0,2,43,14,0.0,2116,44,17,11.152999877929688,28069,0.6614999771118164,12,12,11.0,2
0,1,1,31,12,0.0,2016,30,14,5.952400207519531,14000,0.7515000104904175,12,14,14.0,6
0,0,0,51,12,0.0,2470,60,10,2.1194000244140625,8117,0.7515000104904175,10,3,7.5,18
0,0,0,43,9,0.0,1640,45,12,3.838399887084961,11895,0.7714999914169312,7,7,5.0,17
0,1,2,31,14,0.0,2016,34,16,17.361000061035156,45250,0.4914999902248382,16,16,5.0,7
0,0,0,48,11,0.0,2185,48,12,8.009200096130371,31106,0.6915000081062317,7,10,9.5,6
0,1,1,31,12,0.0,800,33,14,3.0,4000,0.8015000224113464,12,7,9.5,10
0,0,1,44,12,0.0,3022,46,12,10.58899974822998,40500,0.5814999938011169,7,7,7.5,5
0,0,1,48,11,0.0,1512,50,14,10.913000106811523,21620,0.7214999794960022,10,7,7.5,7
0,0,1,53,12,0.0,2677,53,12,5.603300094604492,23426,0.7214999794960022,0,0,7.5,11
0,0,3,42,10,0.0,3150,44,12,7.936500072479248,26000,0.6614999771118164,3,3,11.0,14
0,2,6,39,12,0.0,1430,34,12,2.9475998878479004,7840,0.9415000081062316,7,0,9.5,5
0,1,2,32,10,0.0,3307,36,4,2.0562000274658203,6800,0.7914999723434448,7,3,7.5,2
0,0,2,36,12,0.0,3120,39,12,1.301300048828125,5330,0.7914999723434448,7,12,14.0,4
0,0,2,40,13,0.0,3020,43,16,9.271499633789062,28200,0.6215000152587891,10,10,9.5,5
0,2,3,31,12,0.0,2056,33,12,4.863800048828125,10000,0.7714999914169312,12,12,7.5,14
0,0,0,43,12,0.0,2383,43,12,1.0898000001907349,9952,0.7515000104904175,10,3,7.5,4
0,0,0,60,12,0.0,1705,55,8,12.4399995803833,24984,0.6215000152587891,12,12,14.0,15
0,0,3,39,9,0.0,3120,48,12,6.089700222015381,28363,0.6915000081062317,7,7,11.0,12
